step,epoch,elapsed_sec,eta_sec,train_loss,lr,grad_norm,imgs_per_s,sec_per_step,true_imgs_per_s,data_wait_pct
1,1,61.26,164536.24,0.693222,1.4818593431264163e-08,inf,1.9,34.0643,1.1,41.5
2,1,61.34,82348.45,0.693217,1.775855485349894e-08,2.997049,880.3,0.0727,2.2,41.4
3,1,61.52,55043.11,0.693173,2.0698516275733712e-08,2.835905,851.0,0.0752,3.3,41.4
4,1,61.7,41388.02,0.693067,2.363847769796849e-08,3.360398,880.5,0.0727,4.4,41.3
5,1,61.89,33195.34,0.693015,2.6578439120203262e-08,2.788115,880.9,0.0726,5.5,41.3
6,1,62.07,27734.11,0.692917,2.951840054243804e-08,3.099274,880.5,0.0727,6.6,41.2
7,1,62.25,23833.23,0.69288,3.245836196467281e-08,3.156171,875.9,0.0731,7.6,41.2
8,1,62.44,20908.25,0.692783,3.539832338690758e-08,2.799297,873.1,0.0733,8.7,41.1
9,1,62.62,18632.86,0.692668,3.833828480914236e-08,2.800102,868.3,0.0737,9.8,41.1
10,1,62.8,16812.64,0.692634,4.1278246231377134e-08,2.609465,867.1,0.0738,10.9,41.0
11,1,62.99,15322.96,0.692406,4.421820765361191e-08,2.904471,881.6,0.0726,11.9,41.0
12,1,63.17,14081.45,0.69222,4.715816907584668e-08,2.964744,889.8,0.0719,13.0,40.9
13,1,63.35,13031.3,0.692049,5.009813049808146e-08,2.866377,871.8,0.0734,14.1,40.9
14,1,63.53,12130.27,0.691752,5.3038091920316234e-08,3.221988,900.9,0.071,15.1,40.8
15,1,63.72,11350.55,0.691557,5.597805334255101e-08,3.163302,854.4,0.0749,16.2,40.8
16,1,63.9,10667.71,0.691515,5.891801476478578e-08,2.883218,863.2,0.0741,17.3,40.7
17,1,64.08,10065.11,0.691037,6.185797618702055e-08,3.081031,873.8,0.0732,18.3,40.7
18,1,64.27,9529.46,0.691227,6.479793760925533e-08,2.986038,882.8,0.0725,19.4,40.6
19,1,64.45,9050.42,0.690914,6.77378990314901e-08,3.042432,875.3,0.0731,20.4,40.6
20,1,64.64,8619.25,0.690179,7.067786045372487e-08,3.344125,865.3,0.074,21.5,40.5
21,1,64.83,8229.87,0.690078,7.361782187595966e-08,3.214612,868.4,0.0737,869.3,0.5
22,1,65.01,7875.02,0.690197,7.655778329819444e-08,3.074581,879.9,0.0727,869.4,0.5
23,1,65.19,7551.02,0.68979,7.949774472042921e-08,3.148352,881.5,0.0726,870.9,0.5
24,1,65.38,7254.14,0.689409,8.243770614266398e-08,3.041216,875.0,0.0731,870.8,0.5
25,1,65.56,6980.99,0.6887,8.537766756489875e-08,3.236323,868.5,0.0737,870.1,0.5
26,1,65.74,6728.73,0.68891,8.831762898713353e-08,2.897143,880.5,0.0727,870.2,0.5
27,1,65.93,6495.33,0.688966,9.125759040936831e-08,2.932596,865.1,0.074,869.6,0.5
28,1,66.11,6278.56,0.688336,9.419755183160308e-08,2.977657,864.8,0.074,869.2,0.5
29,1,66.3,6076.68,0.688988,9.713751325383785e-08,2.41651,869.7,0.0736,869.3,0.5
30,1,66.48,5888.13,0.687613,1.0007747467607264e-07,2.881503,886.1,0.0722,870.3,0.5
31,1,66.67,5711.8,0.687115,1.0301743609830741e-07,2.906343,878.4,0.0729,870.1,0.5
32,1,66.85,5546.46,0.68695,1.0595739752054218e-07,2.826806,879.0,0.0728,869.4,0.5
33,1,67.03,5391.11,0.686541,1.0889735894277695e-07,2.926812,883.2,0.0725,870.0,0.5
34,1,67.22,5245.14,0.686049,1.1183732036501172e-07,2.888065,849.9,0.0753,867.3,0.6
35,1,67.4,5107.25,0.685313,1.1477728178724649e-07,2.99102,864.5,0.074,867.8,0.6
36,1,67.59,4977.05,0.686037,1.1771724320948126e-07,2.757922,878.1,0.0729,868.5,0.6
37,1,67.77,4853.91,0.684667,1.2065720463171603e-07,2.738895,879.8,0.0727,868.9,0.6
38,1,67.96,4737.29,0.68328,1.235971660539508e-07,3.122807,871.2,0.0735,868.3,0.6
39,1,68.14,4626.54,0.684763,1.2653712747618557e-07,2.620368,877.4,0.0729,868.5,0.5
40,1,68.32,4521.33,0.682055,1.2947708889842034e-07,3.167807,883.1,0.0725,869.4,0.5
41,1,68.52,4421.73,0.682896,1.324170503206551e-07,2.87524,884.2,0.0724,870.1,0.5
42,1,68.7,4326.48,0.683864,1.3535701174288988e-07,2.548041,874.8,0.0732,869.8,0.6
43,1,68.88,4235.61,0.682029,1.3829697316512464e-07,2.803754,871.8,0.0734,869.4,0.5
44,1,69.07,4149.12,0.682283,1.4123693458735941e-07,2.747973,860.7,0.0744,868.7,0.5
45,1,69.26,4066.26,0.67862,1.4417689600959418e-07,3.236907,859.9,0.0744,868.2,0.5
46,1,69.44,3986.92,0.680673,1.4711685743182895e-07,2.705769,877.1,0.073,867.9,0.6
47,1,69.63,3911.15,0.680113,1.5005681885406375e-07,2.799886,852.5,0.0751,867.3,0.6
48,1,69.81,3838.31,0.677393,1.5299678027629852e-07,3.063397,873.0,0.0733,867.7,0.6
49,1,70.0,3768.57,0.675952,1.5593674169853332e-07,3.255443,857.3,0.0747,867.1,0.6
50,1,70.19,3701.67,0.678633,1.5887670312076809e-07,2.615911,852.7,0.0751,865.4,0.6
51,1,70.37,3637.28,0.676692,1.6181666454300286e-07,2.773232,849.4,0.0753,864.0,0.6
52,1,70.56,3575.28,0.676277,1.6475662596523763e-07,2.763669,873.4,0.0733,863.6,0.6
53,1,70.74,3515.81,0.67688,1.676965873874724e-07,2.5871,858.6,0.0745,862.2,0.6
54,1,70.93,3458.33,0.676642,1.706365488097072e-07,2.426424,878.0,0.0729,863.7,0.6
55,1,71.12,3403.29,0.673634,1.7357651023194196e-07,2.952544,809.7,0.079,860.9,0.6
56,1,71.3,3349.82,0.675986,1.7651647165417673e-07,2.588302,874.7,0.0732,860.7,0.6
57,1,71.49,3298.37,0.673218,1.794564330764115e-07,2.699201,867.4,0.0738,860.0,0.6
